,year,created_at,original,edited,tweet_without_stopwords,text_token,text_string,text_string_fdist,text_string_excluded,text_string_lem,tmp_lem,is_equal,neg,neu,pos,compound,sentiment,pandemic,category
39950,2021,2021-12-28,"@jasonpwalk Using a fuel cell is massively inefficient (using electric to make hydrogen, then making electric again). Especially when you can just burn the hydrogen in the engine instead of fuel with some minor mods 🤷🏻‍♂️ which is far more sensible (see JCB).", using a fuel cell is massively inefficient  using electric to make hydrogen  then making electric again   especially when you can just burn the hydrogen in the engine instead of fuel with some minor mods       which is far more sensible  see jcb  , using fuel cell massively inefficient using electric make hydrogen making electric especially burn hydrogen engine instead fuel minor mods far sensible see jcb ,"['using', 'fuel', 'cell', 'massively', 'inefficient', 'using', 'electric', 'make', 'hydrogen', 'making', 'electric', 'especially', 'burn', 'hydrogen', 'engine', 'instead', 'fuel', 'minor', 'mods', 'far', 'sensible', 'see', 'jcb']",using fuel cell massively inefficient using electric make hydrogen making electric especially burn hydrogen engine instead fuel minor mods far sensible see jcb,using fuel cell massively inefficient using electric make hydrogen making electric especially burn hydrogen engine instead fuel minor mods far sensible see jcb,using massively inefficient using make hydrogen making especially burn hydrogen engine instead minor mods far sensible see jcb,using fuel cell massively inefficient using electric make hydrogen making electric especially burn hydrogen engine instead fuel minor mods far sensible see jcb,using massively inefficient using make hydrogen making especially burn hydrogen engine instead minor mods far sensible see jcb,True,0.0,1.0,0.0,0.0,neutral,True,electric
40032,2022,2022-01-01,"The successful launch of Yuchai's first operating hydrogen engine for CVs is yet another milestone achieved in developing an environmentally friendly alternative propulsion system, following its hydrogen fuel cell technology.

Read the full story at: https://t.co/9KZZVSnRZ0",the successful launch of yuchai s first operating hydrogen engine for cvs is yet another milestone achieved in developing an environmentally friendly alternative propulsion system  following its hydrogen fuel cell technology   read the full story at  , successful launch yuchai first operating hydrogen engine cvs yet another milestone achieved developing environmentally friendly alternative propulsion system following hydrogen fuel cell technology read full story ,"['successful', 'launch', 'yuchai', 'first', 'operating', 'hydrogen', 'engine', 'cvs', 'yet', 'another', 'milestone', 'achieved', 'developing', 'environmentally', 'friendly', 'alternative', 'propulsion', 'system', 'following', 'hydrogen', 'fuel', 'cell', 'technology', 'read', 'full', 'story']",successful launch yuchai first operating hydrogen engine cvs yet another milestone achieved developing environmentally friendly alternative propulsion system following hydrogen fuel cell technology read full story,successful launch yuchai first operating hydrogen engine cvs yet another milestone achieved developing environmentally friendly alternative propulsion system following hydrogen fuel cell technology read full story,successful launch yuchai first operating hydrogen engine cvs yet another milestone achieved developing environmentally friendly alternative propulsion system following hydrogen technology read full story,successful launch yuchai first operating hydrogen engine cvs yet another milestone achieved developing environmentally friendly alternative propulsion system following hydrogen fuel cell technology read full story,successful launch yuchai first operating hydrogen engine cvs yet another milestone achieved developing environmentally friendly alternative propulsion system following hydrogen technology read full story,True,0.0,0.774,0.226,0.7906,positive,True,hydrogen
40222,2022,2022-01-07,China Yuchai progresses with hydrogen IC engine development https://t.co/kDvcWfop7j,china yuchai progresses with hydrogen ic engine development ,china yuchai progresses hydrogen ic engine development ,"['china', 'yuchai', 'progresses', 'hydrogen', 'ic', 'engine', 'development']",china yuchai progresses hydrogen engine development,china yuchai progresses hydrogen engine development,china yuchai progresses hydrogen ic engine development,china yuchai progresses hydrogen engine development,china yuchai progresses hydrogen ic engine development,True,0.0,1.0,0.0,0.0,neutral,True,hydrogen
40231,2022,2022-01-08,China Yuchai progresses with #hydrogen IC engine development https://t.co/0yF5e1vRwe YCK05 hydrogen-powered engine has achieved stable operation at demonstration at Beijing Institute of Technology. The YCK05 is said to be the first functional hydrogen engine for China #HyFri,china yuchai progresses with  ic engine development  yck05 hydrogen powered engine has achieved stable operation at demonstration at beijing institute of technology  the yck05 is said to be the first functional hydrogen engine for china ,china yuchai progresses ic engine development yck05 hydrogen powered engine achieved stable operation demonstration beijing institute technology yck05 said first functional hydrogen engine china ,"['china', 'yuchai', 'progresses', 'ic', 'engine', 'development', 'yck05', 'hydrogen', 'powered', 'engine', 'achieved', 'stable', 'operation', 'demonstration', 'beijing', 'institute', 'technology', 'yck05', 'said', 'first', 'functional', 'hydrogen', 'engine', 'china']",china yuchai progresses engine development yck05 hydrogen powered engine achieved stable operation demonstration beijing institute technology yck05 said first functional hydrogen engine china,china yuchai progresses engine development yck05 hydrogen powered engine achieved stable operation demonstration beijing institute technology yck05 said first functional hydrogen engine china,china yuchai progresses ic engine development yck05 hydrogen powered engine achieved stable operation demonstration beijing institute technology yck05 said first functional hydrogen engine china,china yuchai progresses engine development yck05 hydrogen powered engine achieved stable operation demonstration beijing institute technology yck05 said first functional hydrogen engine china,china yuchai progresses ic engine development yck05 hydrogen powered engine achieved stable operation demonstration beijing institute technology yck05 said first functional hydrogen engine china,True,0.0,0.854,0.146,0.3818,positive,True,hydrogen
40234,2022,2022-01-09,China Yuchai progresses with hydrogen IC engine development @DickieArmour https://t.co/34mTUXyNQk,china yuchai progresses with hydrogen ic engine development  ,china yuchai progresses hydrogen ic engine development ,"['china', 'yuchai', 'progresses', 'hydrogen', 'ic', 'engine', 'development']",china yuchai progresses hydrogen engine development,china yuchai progresses hydrogen engine development,china yuchai progresses hydrogen ic engine development,china yuchai progresses hydrogen engine development,china yuchai progresses hydrogen ic engine development,True,0.0,1.0,0.0,0.0,neutral,True,hydrogen
40278,2022,2022-01-10,China Yuchai progresses with hydrogen IC engine development https://t.co/Yuvufy3jjj,china yuchai progresses with hydrogen ic engine development ,china yuchai progresses hydrogen ic engine development ,"['china', 'yuchai', 'progresses', 'hydrogen', 'ic', 'engine', 'development']",china yuchai progresses hydrogen engine development,china yuchai progresses hydrogen engine development,china yuchai progresses hydrogen ic engine development,china yuchai progresses hydrogen engine development,china yuchai progresses hydrogen ic engine development,True,0.0,1.0,0.0,0.0,neutral,True,hydrogen
40306,2022,2022-01-12,https://t.co/I3nAolz0pn China Yuchai progresses with hydrogen IC engine development #hydrogen #scienceandenvironment #technology #motors #china #powertrain #enginetechnologyinternational #automotiveengineering #automotive, china yuchai progresses with hydrogen ic engine development         , china yuchai progresses hydrogen ic engine development ,"['china', 'yuchai', 'progresses', 'hydrogen', 'ic', 'engine', 'development']",china yuchai progresses hydrogen engine development,china yuchai progresses hydrogen engine development,china yuchai progresses hydrogen ic engine development,china yuchai progresses hydrogen engine development,china yuchai progresses hydrogen ic engine development,True,0.0,1.0,0.0,0.0,neutral,True,hydrogen
40633,2022,2022-01-21,"China Yuchai progresses with hydrogen IC engine development 

https://t.co/p3mCOgbtyo 

@nigelj08223325 @kuriharan @mdrechsler @CurieuxExplorer @FrRonconi @BillMew @gpnp_nic @VanberghenEU @DrJDrooghaag @TomCoronel @baski_LA @alvinfoo @MargaretSiegien @THEnergyNet 

#hydrogen",china yuchai progresses with hydrogen ic engine development                      ,china yuchai progresses hydrogen ic engine development ,"['china', 'yuchai', 'progresses', 'hydrogen', 'ic', 'engine', 'development']",china yuchai progresses hydrogen engine development,china yuchai progresses hydrogen engine development,china yuchai progresses hydrogen ic engine development,china yuchai progresses hydrogen engine development,china yuchai progresses hydrogen ic engine development,True,0.0,1.0,0.0,0.0,neutral,True,hydrogen
41669,2022,2022-03-04,"@ShropshireStig @mspowage @VeltonEvans @Grimble5 @patrickjreddy @NottsRoadsPol @Tesla Do you mean a hydrogen-based combustion engine? Currently, no combustion hydrogen engine is available, except in experiments by JCB and a sports car from Toyota (not for user cars). No H2 ICE will be released in the UK because, well, NoX. All hydrogen cars are fuel cell EVs.",       do you mean a hydrogen based combustion engine  currently  no combustion hydrogen engine is available  except in experiments by jcb and a sports car from toyota  not for user cars   no h2 ice will be released in the uk because  well  nox  all hydrogen cars are fuel cell evs , mean hydrogen based combustion engine currently combustion hydrogen engine available except experiments jcb sports car toyota user cars h2 ice released uk well nox hydrogen cars fuel cell evs ,"['mean', 'hydrogen', 'based', 'combustion', 'engine', 'currently', 'combustion', 'hydrogen', 'engine', 'available', 'except', 'experiments', 'jcb', 'sports', 'car', 'toyota', 'user', 'cars', 'h2', 'ice', 'released', 'uk', 'well', 'nox', 'hydrogen', 'cars', 'fuel', 'cell', 'evs']",mean hydrogen based combustion engine currently combustion hydrogen engine available except experiments jcb sports car toyota user cars ice released well nox hydrogen cars fuel cell evs,mean hydrogen based combustion engine currently combustion hydrogen engine available except experiments jcb sports car toyota user cars ice released well nox hydrogen cars fuel cell evs,mean hydrogen based combustion engine currently combustion hydrogen engine available except experiments jcb sports car toyota user h2 ice released uk well nox hydrogen evs,mean hydrogen based combustion engine currently combustion hydrogen engine available except experiments jcb sports car toyota user cars ice released well nox hydrogen cars fuel cell evs,mean hydrogen based combustion engine currently combustion hydrogen engine available except experiments jcb sports car toyota user h2 ice released uk well nox hydrogen evs,True,0.0,0.925,0.075,0.2732,positive,True,hydrogen
42477,2022,2022-03-27,@RalphHosier @harrym_vids @hcvauk I’ll refer you to the work JCB are doing on hydrogen engines which they are converting from their existing engine lineup. The efficiency debate is another matter but is not a huge factor when simple and robust engineering is taken into consideration. Hydrogen fuel cells…1/2,   i ll refer you to the work jcb are doing on hydrogen engines which they are converting from their existing engine lineup  the efficiency debate is another matter but is not a huge factor when simple and robust engineering is taken into consideration  hydrogen fuel cells 1 2, refer work jcb hydrogen engines converting existing engine lineup efficiency debate another matter huge factor simple robust engineering taken consideration hydrogen fuel cells 1 2,"['refer', 'work', 'jcb', 'hydrogen', 'engines', 'converting', 'existing', 'engine', 'lineup', 'efficiency', 'debate', 'another', 'matter', 'huge', 'factor', 'simple', 'robust', 'engineering', 'taken', 'consideration', 'hydrogen', 'fuel', 'cells', '1', '2']",refer work jcb hydrogen engines converting existing engine lineup efficiency debate another matter huge factor simple robust engineering taken consideration hydrogen fuel cells,refer work jcb hydrogen engines converting existing engine lineup efficiency debate another matter huge factor simple robust engineering taken consideration hydrogen fuel cells,refer work jcb hydrogen engines converting existing engine lineup efficiency debate another matter huge factor simple robust engineering taken consideration hydrogen 1 2,refer work jcb hydrogen engines converting existing engine lineup efficiency debate another matter huge factor simple robust engineering taken consideration hydrogen fuel cells,refer work jcb hydrogen engines converting existing engine lineup efficiency debate another matter huge factor simple robust engineering taken consideration hydrogen 1 2,True,0.0,0.696,0.304,0.743,positive,True,hydrogen
43047,2022,2022-04-16,"“Running on #hydrogen , Renault's next concept car will be unveiled on May 19 at the ChangeNOW summit.

If it were first a question of a ‘hydrogen engine’, it would ultimately be a fuel cell according to our sources.” https://t.co/RII8Rjdxvo", running on    renault s next concept car will be unveiled on may 19 at the changenow summit   if it were first a question of a  hydrogen engine   it would ultimately be a fuel cell according to our sources   , running renault next concept car unveiled may 19 changenow summit first question hydrogen engine would ultimately fuel cell according sources ,"['running', 'renault', 'next', 'concept', 'car', 'unveiled', 'may', '19', 'changenow', 'summit', 'first', 'question', 'hydrogen', 'engine', 'would', 'ultimately', 'fuel', 'cell', 'according', 'sources']",running renault next concept car unveiled may changenow summit first question hydrogen engine would ultimately fuel cell according sources,running renault next concept car unveiled may summit first question hydrogen engine would ultimately fuel cell according sources,running renault next concept car unveiled may 19 changenow summit first question hydrogen engine would ultimately according sources,running renault next concept car unveiled may summit first question hydrogen engine would ultimately fuel cell according sources,running renault next concept car unveiled may 19 changenow summit first question hydrogen engine would ultimately according sources,True,0.0,1.0,0.0,0.0,neutral,True,hydrogen
43190,2022,2022-04-20,@a_andreas_a The good news is that #Renault @renaultgroup can use some hydrogen as the reductant in their #hydrogen IC engine's SCR catalytic converter to reduce their NOx emissions #H2 #combustion #ICE  https://t.co/AfV3e8cmO0, the good news is that   can use some hydrogen as the reductant in their  ic engine s scr catalytic converter to reduce their nox emissions     , good news use hydrogen reductant ic engine scr catalytic converter reduce nox emissions ,"['good', 'news', 'use', 'hydrogen', 'reductant', 'ic', 'engine', 'scr', 'catalytic', 'converter', 'reduce', 'nox', 'emissions']",good news use hydrogen reductant engine scr catalytic converter reduce nox emissions,good news use hydrogen engine scr converter reduce nox emissions,good news use hydrogen reductant ic engine scr catalytic converter reduce nox emissions,good news use hydrogen engine scr converter reduce nox emissions,good news use hydrogen reductant ic engine scr catalytic converter reduce nox emissions,True,0.0,0.756,0.244,0.4404,positive,True,hydrogen
43745,2022,2022-05-13,Cummins debuts 15-liter hydrogen engine and partners with Daimler for fuel cell trucks https://t.co/iI8EHtQ3Bj,cummins debuts 15 liter hydrogen engine and partners with daimler for fuel cell trucks ,cummins debuts 15 liter hydrogen engine partners daimler fuel cell trucks ,"['cummins', 'debuts', '15', 'liter', 'hydrogen', 'engine', 'partners', 'daimler', 'fuel', 'cell', 'trucks']",cummins debuts liter hydrogen engine partners daimler fuel cell trucks,cummins debuts liter hydrogen engine partners daimler fuel cell trucks,cummins debuts 15 liter hydrogen engine partners daimler trucks,cummins debuts liter hydrogen engine partners daimler fuel cell trucks,cummins debuts 15 liter hydrogen engine partners daimler trucks,True,0.0,1.0,0.0,0.0,neutral,True,hydrogen
44071,2022,2022-05-20,"Renault’s Scenic Vision incorporates a hydrogen engine, electric motor, battery, fuel cell and a hydrogen tank.

The 2.5 kilogram tank is located at the front. 

Renault says it will take around five minutes to fill.
 https://t.co/ofkLR8ubXH

$PLUG $FCEL 🔋",renault s scenic vision incorporates a hydrogen engine  electric motor  battery  fuel cell and a hydrogen tank   the 2 5 kilogram tank is located at the front    renault says it will take around five minutes to fill      plug  fcel  ,renault scenic vision incorporates hydrogen engine electric motor battery fuel cell hydrogen tank 2 5 kilogram tank located front renault says take around five minutes fill plug fcel ,"['renault', 'scenic', 'vision', 'incorporates', 'hydrogen', 'engine', 'electric', 'motor', 'battery', 'fuel', 'cell', 'hydrogen', 'tank', '2', '5', 'kilogram', 'tank', 'located', 'front', 'renault', 'says', 'take', 'around', 'five', 'minutes', 'fill', 'plug', 'fcel']",renault scenic vision incorporates hydrogen engine electric motor battery fuel cell hydrogen tank kilogram tank located front renault says take around five minutes fill plug fcel,renault scenic vision incorporates hydrogen engine electric motor battery fuel cell hydrogen tank kilogram tank located front renault says take around five minutes fill plug fcel,renault scenic vision incorporates hydrogen engine motor hydrogen tank 2 5 kilogram tank located front renault says take around five minutes fill plug fcel,renault scenic vision incorporates hydrogen engine electric motor battery fuel cell hydrogen tank kilogram tank located front renault says take around five minutes fill plug fcel,renault scenic vision incorporates hydrogen engine motor hydrogen tank 2 5 kilogram tank located front renault says take around five minutes fill plug fcel,True,0.0,0.926,0.074,0.25,positive,True,electric
44443,2022,2022-06-02,"The design for Renault’s Scenic Vision incorporates a hydrogen engine, electric motor, battery, fuel cell and a hydrogen tank. The 2.5 kilogram tank is located at the vehicle’s front and, Renault said, would take around five minutes to fill.",the design for renault s scenic vision incorporates a hydrogen engine  electric motor  battery  fuel cell and a hydrogen tank  the 2 5 kilogram tank is located at the vehicle s front and  renault said  would take around five minutes to fill , design renault scenic vision incorporates hydrogen engine electric motor battery fuel cell hydrogen tank 2 5 kilogram tank located vehicle front renault said would take around five minutes fill ,"['design', 'renault', 'scenic', 'vision', 'incorporates', 'hydrogen', 'engine', 'electric', 'motor', 'battery', 'fuel', 'cell', 'hydrogen', 'tank', '2', '5', 'kilogram', 'tank', 'located', 'vehicle', 'front', 'renault', 'said', 'would', 'take', 'around', 'five', 'minutes', 'fill']",design renault scenic vision incorporates hydrogen engine electric motor battery fuel cell hydrogen tank kilogram tank located vehicle front renault said would take around five minutes fill,design renault scenic vision incorporates hydrogen engine electric motor battery fuel cell hydrogen tank kilogram tank located vehicle front renault said would take around five minutes fill,design renault scenic vision incorporates hydrogen engine motor hydrogen tank 2 5 kilogram tank located front renault said would take around five minutes fill,design renault scenic vision incorporates hydrogen engine electric motor battery fuel cell hydrogen tank kilogram tank located vehicle front renault said would take around five minutes fill,design renault scenic vision incorporates hydrogen engine motor hydrogen tank 2 5 kilogram tank located front renault said would take around five minutes fill,True,0.0,0.929,0.071,0.25,positive,True,electric
44558,2022,2022-06-09,"China's first heavy-duty commercial vehicle direct-injection hydrogen engine, designed and developed by #Jilin-based auto producer @faw_global Jiefang, was ignited and ran stably on June 8. #JilinUpdates https://t.co/WRchKaUCHf",china s first heavy duty commercial vehicle direct injection hydrogen engine  designed and developed by  based auto producer  jiefang  was ignited and ran stably on june 8   ,china first heavy duty commercial vehicle direct injection hydrogen engine designed developed based auto producer jiefang ignited ran stably june 8 ,"['china', 'first', 'heavy', 'duty', 'commercial', 'vehicle', 'direct', 'injection', 'hydrogen', 'engine', 'designed', 'developed', 'based', 'auto', 'producer', 'jiefang', 'ignited', 'ran', 'stably', 'june', '8']",china first heavy duty commercial vehicle direct injection hydrogen engine designed developed based auto producer jiefang ignited ran stably june,china first heavy duty commercial vehicle direct injection hydrogen engine designed developed based auto producer jiefang ignited ran stably june,china first heavy duty commercial direct injection hydrogen engine designed developed based auto producer jiefang ignited ran stably june 8,china first heavy duty commercial vehicle direct injection hydrogen engine designed developed based auto producer jiefang ignited ran stably june,china first heavy duty commercial direct injection hydrogen engine designed developed based auto producer jiefang ignited ran stably june 8,True,0.0,1.0,0.0,0.0,neutral,True,hydrogen
44561,2022,2022-06-09,"Jiefang Successfully Ignites China’s First Direct-Injection Hydrogen Engine
China’s first in-cylinder direct-injection hydrogen engine for heavy commercial vehicles was successfully ignited and operated smoothly on June 8.
https://t.co/2MQ8imEUp5
#hydrogen #hydrogenengine #FAW https://t.co/EWsWuoSObs",jiefang successfully ignites china s first direct injection hydrogen engine china s first in cylinder direct injection hydrogen engine for heavy commercial vehicles was successfully ignited and operated smoothly on june 8      ,jiefang successfully ignites china first direct injection hydrogen engine china first cylinder direct injection hydrogen engine heavy commercial vehicles successfully ignited operated smoothly june 8 ,"['jiefang', 'successfully', 'ignites', 'china', 'first', 'direct', 'injection', 'hydrogen', 'engine', 'china', 'first', 'cylinder', 'direct', 'injection', 'hydrogen', 'engine', 'heavy', 'commercial', 'vehicles', 'successfully', 'ignited', 'operated', 'smoothly', 'june', '8']",jiefang successfully ignites china first direct injection hydrogen engine china first cylinder direct injection hydrogen engine heavy commercial vehicles successfully ignited operated smoothly june,jiefang successfully china first direct injection hydrogen engine china first cylinder direct injection hydrogen engine heavy commercial vehicles successfully ignited operated june,jiefang successfully ignites china first direct injection hydrogen engine china first cylinder direct injection hydrogen engine heavy commercial vehicles successfully ignited operated smoothly june 8,jiefang successfully china first direct injection hydrogen engine china first cylinder direct injection hydrogen engine heavy commercial vehicles successfully ignited operated june,jiefang successfully ignites china first direct injection hydrogen engine china first cylinder direct injection hydrogen engine heavy commercial vehicles successfully ignited operated smoothly june 8,True,0.0,0.758,0.242,0.7506,positive,True,hydrogen
44614,2022,2022-06-11,"On June 8, 2022, the first domestic heavy-duty commercial vehicle direct-injection hydrogen engine independently designed and developed by FAW Jiefang was successfully ignited and ran stably. 

https://t.co/uJe4MCkdOr
#FAW #Congratulation #HydrogenDirectInjectionEngine https://t.co/ggqCcPnKfO",on june 8  2022  the first domestic heavy duty commercial vehicle direct injection hydrogen engine independently designed and developed by faw jiefang was successfully ignited and ran stably        , june 8 2022 first domestic heavy duty commercial vehicle direct injection hydrogen engine independently designed developed faw jiefang successfully ignited ran stably ,"['june', '8', '2022', 'first', 'domestic', 'heavy', 'duty', 'commercial', 'vehicle', 'direct', 'injection', 'hydrogen', 'engine', 'independently', 'designed', 'developed', 'faw', 'jiefang', 'successfully', 'ignited', 'ran', 'stably']",june 2022 first domestic heavy duty commercial vehicle direct injection hydrogen engine independently designed developed faw jiefang successfully ignited ran stably,june 2022 first domestic heavy duty commercial vehicle direct injection hydrogen engine independently designed developed faw jiefang successfully ignited ran stably,june 8 2022 first domestic heavy duty commercial direct injection hydrogen engine independently designed developed faw jiefang successfully ignited ran stably,june 2022 first domestic heavy duty commercial vehicle direct injection hydrogen engine independently designed developed faw jiefang successfully ignited ran stably,june 8 2022 first domestic heavy duty commercial direct injection hydrogen engine independently designed developed faw jiefang successfully ignited ran stably,True,0.0,0.862,0.138,0.4939,positive,True,hydrogen
44698,2022,2022-06-15,"Hydrogen engines can power vehicles that use zero-carbon fuel hydrogen. A hydrogen engine burns hydrogen in an internal combustion engine in the same way that petrol is used in an engine. 

https://t.co/uJe4MCkdOr
#FAW  #HydrogenEngine #commercialvehicle #Engin #Trucks https://t.co/IGrNZyim5P",hydrogen engines can power vehicles that use zero carbon fuel hydrogen  a hydrogen engine burns hydrogen in an internal combustion engine in the same way that petrol is used in an engine           ,hydrogen engines power vehicles use zero carbon fuel hydrogen hydrogen engine burns hydrogen internal combustion engine way petrol used engine ,"['hydrogen', 'engines', 'power', 'vehicles', 'use', 'zero', 'carbon', 'fuel', 'hydrogen', 'hydrogen', 'engine', 'burns', 'hydrogen', 'internal', 'combustion', 'engine', 'way', 'petrol', 'used', 'engine']",hydrogen engines power vehicles use zero carbon fuel hydrogen hydrogen engine burns hydrogen internal combustion engine way petrol used engine,hydrogen engines power vehicles use zero carbon fuel hydrogen hydrogen engine burns hydrogen internal combustion engine way petrol used engine,hydrogen engines power vehicles use zero carbon hydrogen hydrogen engine burns hydrogen internal combustion engine way petrol used engine,hydrogen engines power vehicles use zero carbon fuel hydrogen hydrogen engine burns hydrogen internal combustion engine way petrol used engine,hydrogen engines power vehicles use zero carbon hydrogen hydrogen engine burns hydrogen internal combustion engine way petrol used engine,True,0.0,1.0,0.0,0.0,neutral,True,hydrogen
45102,2022,2022-06-22,"Chinese automaker launches hydrogen direct injection engine. On June 8, 2022, the first domestic heavy commercial vehicle in-cylinder direct injection hydrogen engine independently designed and developed by FAW Jiefang was successfully ignited and operated stably. https://t.co/uspg4Ea0u8",chinese automaker launches hydrogen direct injection engine  on june 8  2022  the first domestic heavy commercial vehicle in cylinder direct injection hydrogen engine independently designed and developed by faw jiefang was successfully ignited and operated stably  ,chinese automaker launches hydrogen direct injection engine june 8 2022 first domestic heavy commercial vehicle cylinder direct injection hydrogen engine independently designed developed faw jiefang successfully ignited operated stably ,"['chinese', 'automaker', 'launches', 'hydrogen', 'direct', 'injection', 'engine', 'june', '8', '2022', 'first', 'domestic', 'heavy', 'commercial', 'vehicle', 'cylinder', 'direct', 'injection', 'hydrogen', 'engine', 'independently', 'designed', 'developed', 'faw', 'jiefang', 'successfully', 'ignited', 'operated', 'stably']",chinese automaker launches hydrogen direct injection engine june 2022 first domestic heavy commercial vehicle cylinder direct injection hydrogen engine independently designed developed faw jiefang successfully ignited operated stably,chinese automaker launches hydrogen direct injection engine june 2022 first domestic heavy commercial vehicle cylinder direct injection hydrogen engine independently designed developed faw jiefang successfully ignited operated stably,chinese automaker launches hydrogen direct injection engine june 8 2022 first domestic heavy commercial cylinder direct injection hydrogen engine independently designed developed faw jiefang successfully ignited operated stably,chinese automaker launches hydrogen direct injection engine june 2022 first domestic heavy commercial vehicle cylinder direct injection hydrogen engine independently designed developed faw jiefang successfully ignited operated stably,chinese automaker launches hydrogen direct injection engine june 8 2022 first domestic heavy commercial cylinder direct injection hydrogen engine independently designed developed faw jiefang successfully ignited operated stably,True,0.0,0.894,0.106,0.4939,positive,True,hydrogen
45942,2022,2022-07-20,[NEWS] @easyJet and @RollsRoyce pioneer hydrogen engine combustion technology in H2ZERO partnership: https://t.co/BBE52Qoelh #ecofly https://t.co/KSdiMSHiZF,   and  pioneer hydrogen engine combustion technology in h2zero partnership    , pioneer hydrogen engine combustion technology h2zero partnership ,"['pioneer', 'hydrogen', 'engine', 'combustion', 'technology', 'h2zero', 'partnership']",pioneer hydrogen engine combustion technology h2zero partnership,pioneer hydrogen engine combustion technology partnership,pioneer hydrogen engine combustion technology h2zero partnership,pioneer hydrogen engine combustion technology partnership,pioneer hydrogen engine combustion technology h2zero partnership,True,0.0,1.0,0.0,0.0,neutral,True,hydrogen
